#,Contest,Start time,Rank,Solved,Rating change,New rating,Title
1,Codeforces Round 524 (Div. 2),Nov/24/2018 10:35,2253,2,-57,1443,Specialist
2,Codeforces Round 616 (Div. 2),Feb/02/2020 17:05,126,4,224,1667,Expert
3,Educational Codeforces Round 124 (Rated for Div. 2),Mar/10/2022 17:35,11,5,282,1949,Candidate Master
4,Codeforces Round 777 (Div. 2),Mar/11/2022 17:35,5,5,252,2201,Master
5,Codeforces Round 789 (Div. 1),May/08/2022 17:35,139,4,97,2298,Master
6,Codeforces Round 792 (Div. 1 + Div. 2),May/19/2022 17:35,245,5,34,2332,International Master
7,Codeforces Round 800 (Div. 1),Jun/16/2022 17:35,498,2,-70,2262,Master
8,Codeforces Global Round 21,Jun/25/2022 17:35,190,5,80,2342,International Master
9,Codeforces Round 808 (Div. 1),Jul/16/2022 17:35,794,0,-128,2214,Master
10,"TypeDB Forces 2023 (Div. 1 + Div. 2, Rated, Prizes!)",Jan/29/2023 17:35,80,6,159,2373,International Master
