#,Contest,Start time,Rank,Solved,Rating change,New rating,Title
1,AIM Tech Round 4 (Div. 2),Aug/24/2017 19:35,2764,1,-97,1403,Specialist
2,Codeforces Round 430 (Div. 2),Aug/29/2017 18:05,2642,1,-21,1382,Pupil
3,MemSQL Start[c]UP 3.0 - Round 1,Sep/16/2017 20:35,1562,2,-3,1379,Pupil
4,Codeforces Round 435 (Div. 2),Sep/19/2017 18:05,2093,1,-18,1361,Pupil
5,"Manthan, Codefest 17",Sep/24/2017 17:35,1972,1,-11,1350,Pupil
6,Codeforces Round 436 (Div. 2),Sep/25/2017 13:35,2991,0,-111,1239,Pupil
7,"Codeforces Round 437 (Div. 2, based on MemSQL Start[c]UP 3.0 - Round 2)",Sep/30/2017 20:05,663,2,100,1339,Pupil
8,Codeforces Round 438 by Sberbank and Barcelona Bootcamp (Div. 1 + Div. 2 combined),Oct/05/2017 10:05,883,2,93,1432,Specialist
9,Codeforces Round 439 (Div. 2),Oct/06/2017 16:35,852,2,57,1489,Specialist
10,"Codeforces Round 440 (Div. 2, based on Technocup 2018 Elimination Round 2)",Oct/15/2017 11:05,580,3,51,1540,Specialist
11,"Codeforces Round 441 (Div. 2, by Moscow Team Olympiad)",Oct/16/2017 14:05,347,4,85,1625,Expert
12,Codeforces Round 442 (Div. 2),Oct/23/2017 18:45,1659,2,-36,1589,Specialist
13,Codeforces Round 446 (Div. 2),Nov/17/2017 17:35,1121,2,-9,1580,Specialist
14,Codeforces Round 447 (Div. 2),Nov/19/2017 16:55,817,1,17,1597,Specialist
15,Educational Codeforces Round 34 (Rated for Div. 2),Dec/12/2017 18:05,1289,3,-25,1572,Specialist
16,Codeforces Round 451 (Div. 2),Dec/16/2017 14:35,1787,2,-52,1520,Specialist
17,Codeforces Round 453 (Div. 2),Dec/19/2017 18:35,613,3,59,1579,Specialist
18,"Codeforces Round 454 (Div. 2, based on Technocup 2018 Elimination Round 4)",Dec/23/2017 17:05,394,2,78,1657,Expert
19,Educational Codeforces Round 35 (Rated for Div. 2),Dec/28/2017 17:05,329,4,49,1706,Expert
20,Good Bye 2017,Dec/29/2017 18:40,1465,3,15,1721,Expert
21,Codeforces Round 456 (Div. 2),Jan/05/2018 17:35,251,2,58,1779,Expert
22,Hello 2018,Jan/08/2018 17:45,5381,0,-150,1629,Expert
23,Educational Codeforces Round 36 (Rated for Div. 2),Jan/13/2018 16:05,1527,2,-43,1586,Specialist
24,"Codecraft-18 and Codeforces Round 458 (Div. 1 + Div. 2, combined)",Jan/20/2018 18:35,2547,2,-47,1539,Specialist
25,Codeforces Round 459 (Div. 2),Jan/29/2018 17:35,1595,2,-13,1526,Specialist
26,Codeforces Round 460 (Div. 2),Jan/31/2018 16:05,1084,3,27,1553,Specialist
27,Educational Codeforces Round 37 (Rated for Div. 2),Feb/02/2018 17:35,391,3,74,1627,Expert
28,Codeforces Round 461 (Div. 2),Feb/07/2018 20:15,67,3,153,1780,Expert
29,Codeforces Round 462 (Div. 2),Feb/14/2018 15:05,3070,0,-112,1668,Expert
30,"ICM Technex 2018 and Codeforces Round 463 (Div. 1 + Div. 2, combined)",Feb/15/2018 17:35,1392,3,-8,1660,Expert
31,Educational Codeforces Round 38 (Rated for Div. 2),Feb/16/2018 18:05,2990,2,-111,1549,Specialist
32,Codeforces Round 464 (Div. 2),Feb/17/2018 13:05,1752,2,-50,1499,Specialist
33,Codeforces Round 465 (Div. 2),Feb/19/2018 19:35,1175,2,15,1514,Specialist
34,Codeforces Round 466 (Div. 2),Feb/24/2018 12:35,265,4,111,1625,Expert
35,Codeforces Round 467 (Div. 2),Feb/25/2018 19:05,49,3,158,1783,Expert
36,"Codeforces Round 468 (Div. 2, based on Technocup 2018 Final Round)",Mar/04/2018 18:35,139,4,56,1839,Expert
37,Codeforces Round 469 (Div. 2),Mar/09/2018 11:10,1939,2,-120,1719,Expert
38,"Codeforces Round 470 (rated, Div. 2, based on VK Cup 2018 Round 1)",Mar/10/2018 18:35,1115,1,-51,1668,Expert
39,Codeforces Round 471 (Div. 2),Mar/23/2018 19:35,1258,1,-57,1611,Expert
40,Codeforces Round 473 (Div. 2),Apr/03/2018 19:05,548,3,28,1639,Expert
41,"Divide by Zero 2018 and Codeforces Round 474 (Div. 1 + Div. 2, combined)",Apr/07/2018 19:05,471,3,90,1729,Expert
42,Tinkoff Internship Warmup Round 2018 and Codeforces Round 475 (Div. 2),Apr/17/2018 17:05,529,2,-18,1711,Expert
43,"Codeforces Round 476 (Div. 2) [Thanks, Telegram!]",Apr/25/2018 20:35,233,2,25,1736,Expert
44,Educational Codeforces Round 43 (Rated for Div. 2),Apr/30/2018 17:40,271,3,38,1774,Expert
45,Codeforces Round 478 (Div. 2),May/01/2018 17:05,380,3,4,1778,Expert
46,Codeforces Round 480 (Div. 2),May/08/2018 18:05,318,3,54,1832,Expert
47,Codeforces Round 482 (Div. 2),May/14/2018 17:35,93,3,116,1948,Candidate Master
48,Codeforces Round 484 (Div. 2),May/17/2018 19:35,388,3,-6,1942,Candidate Master
49,Avito Code Challenge 2018,May/27/2018 17:50,693,3,-31,1911,Candidate Master
50,Codeforces Round 485 (Div. 1),May/29/2018 18:35,428,1,-33,1878,Expert
51,Educational Codeforces Round 45 (Rated for Div. 2),Jun/10/2018 13:05,805,4,-39,1839,Expert
52,Codeforces Round 487 (Div. 2),Jun/11/2018 16:35,60,3,135,1974,Candidate Master
53,Codeforces Round 488 by NEAR (Div. 1),Jun/16/2018 19:35,361,2,-46,1928,Candidate Master
54,Codeforces Round 489 (Div. 2),Jun/18/2018 19:35,282,3,12,1940,Candidate Master
55,"Codeforces Round 492 (Div. 1) [Thanks, uDebug!]",Jun/24/2018 19:35,259,2,19,1959,Candidate Master
56,Codeforces Round 493 (Div. 1),Jul/01/2018 17:05,312,1,-4,1955,Candidate Master
57,Codeforces Round 499 (Div. 1),Jul/26/2018 18:05,520,2,-58,1897,Expert
58,Educational Codeforces Round 48 (Rated for Div. 2),Aug/03/2018 17:45,687,3,-24,1873,Expert
59,"Codeforces Round 503 (by SIS, Div. 2)",Aug/11/2018 16:35,700,2,-34,1839,Expert
60,"Codeforces Round 504 (rated, Div. 1 + Div. 2, based on VK Cup 2018 Final)",Aug/17/2018 17:35,520,4,50,1889,Expert
61,Educational Codeforces Round 49 (Rated for Div. 2),Aug/18/2018 17:35,797,4,-26,1863,Expert
62,"Codeforces Round 505 (rated, Div. 1 + Div. 2, based on VK Cup 2018 Final)",Aug/19/2018 16:35,314,3,89,1952,Candidate Master
63,"AIM Tech Round 5 (rated, Div. 1 + Div. 2)",Aug/27/2018 19:35,588,3,-2,1950,Candidate Master
64,"Manthan, Codefest 18 (rated, Div. 1 + Div. 2)",Sep/02/2018 17:35,447,4,29,1979,Candidate Master
65,Codeforces Round 508 (Div. 2),Sep/06/2018 18:35,128,4,59,2038,Candidate Master
66,Codeforces Round 509 (Div. 2),Sep/16/2018 13:35,217,5,6,2044,Candidate Master
67,Codeforces Round 510 (Div. 2),Sep/17/2018 11:05,115,4,23,2067,Candidate Master
68,Codeforces Round 511 (Div. 1),Sep/21/2018 17:35,134,2,69,2136,Master
69,"Codeforces Round 513 by Barcelona Bootcamp (rated, Div. 1 + Div. 2)",Oct/04/2018 10:05,610,4,-57,2079,Candidate Master
70,Codeforces Round 514 (Div. 2),Oct/05/2018 17:35,462,3,-43,2036,Candidate Master
71,Lyft Level 5 Challenge 2018 - Elimination Round,Oct/07/2018 20:05,277,4,43,2079,Candidate Master
72,Codeforces Round 519 by Botan Investments,Oct/28/2018 18:35,370,5,20,2099,Candidate Master
73,Mail.Ru Cup 2018 Round 2,Nov/10/2018 17:35,700,2,-66,2033,Candidate Master
74,Codeforces Round 520 (Div. 2),Nov/14/2018 18:35,76,3,79,2112,Master
75,Mail.Ru Cup 2018 Round 3,Nov/25/2018 19:35,108,5,88,2200,Master
76,Codeforces Round 526 (Div. 1),Dec/10/2018 19:35,162,2,-12,2188,Master
77,Avito Cool Challenge 2018,Dec/16/2018 17:35,926,3,-106,2082,Candidate Master
78,"Codeforces Round 528 (Div. 1, based on Technocup 2019 Elimination Round 4)",Dec/23/2018 16:35,236,2,11,2093,Candidate Master
79,Good Bye 2018,Dec/30/2018 17:35,828,4,-12,2081,Candidate Master
80,Hello 2019,Jan/04/2019 17:45,603,3,4,2085,Candidate Master
81,Codeforces Round 533 (Div. 2),Jan/20/2019 15:05,15,5,130,2215,Master
82,Codeforces Global Round 1,Feb/07/2019 16:35,790,3,-48,2167,Master
83,Codeforces Round 539 (Div. 1),Feb/16/2019 19:35,51,3,113,2280,Master
84,Codeforces Global Round 2,Apr/06/2019 14:35,125,5,58,2338,International Master
85,Codeforces Round 556 (Div. 1),Apr/29/2019 17:35,357,1,-64,2274,Master
86,Codeforces Round 557 (Div. 1) [based on Forethought Future Cup - Final Round],May/04/2019 20:05,289,2,-74,2200,Master
87,Codeforces Round 559 (Div. 1),May/12/2019 17:35,120,3,36,2236,Master
88,Codeforces Round 562 (Div. 1),May/26/2019 18:35,207,2,-18,2218,Master
89,Codeforces Round 573 (Div. 1),Jul/12/2019 17:35,453,2,-66,2152,Master
90,Codeforces Round 580 (Div. 1),Aug/18/2019 16:45,89,3,106,2258,Master
91,"Manthan, Codefest 19 (open for everyone, rated, Div. 1 + Div. 2)",Aug/25/2019 17:35,881,3,-74,2184,Master
92,"Codeforces Round 583 (Div. 1 + Div. 2, based on Olympiad of Metropolises)",Sep/04/2019 12:05,16,6,203,2387,International Master
93,Codeforces Round 586 (Div. 1 + Div. 2),Sep/18/2019 19:05,303,4,-44,2343,International Master
94,Codeforces Round 588 (Div. 1),Sep/23/2019 17:05,218,2,-16,2327,International Master
95,Codeforces Global Round 5,Oct/16/2019 17:35,154,6,52,2379,International Master
96,"Codeforces Round 596 (Div. 1, based on Technocup 2020 Elimination Round 2)",Oct/26/2019 14:05,109,3,19,2398,International Master
97,Codeforces Round 599 (Div. 1),Nov/06/2019 18:05,212,2,-16,2382,International Master
98,Codeforces Round 601 (Div. 1),Nov/19/2019 17:35,146,4,5,2387,International Master
99,"Codeforces Round 602 (Div. 1, based on Technocup 2020 Elimination Round 3)",Nov/24/2019 11:05,177,5,-32,2355,International Master
100,"Codeforces Round 606 (Div. 1, based on Technocup 2020 Elimination Round 4)",Dec/14/2019 14:05,48,3,97,2452,Grandmaster
101,Codeforces Global Round 6,Dec/17/2019 18:05,272,5,-29,2423,Grandmaster
102,Codeforces Round 609 (Div. 1),Dec/21/2019 14:05,178,3,-26,2397,International Master
103,Good Bye 2019,Dec/29/2019 17:05,1013,4,-100,2297,Master
104,Hello 2020,Jan/04/2020 15:05,295,4,24,2321,International Master
105,Codeforces Round 618 (Div. 1),Feb/09/2020 17:05,32,3,161,2482,Grandmaster
106,Codeforces Round 621 (Div. 1 + Div. 2),Feb/17/2020 18:35,635,4,-93,2389,International Master
107,"Ozon Tech Challenge 2020 (Div.1 + Div.2, Rated, T-shirts + prizes!)",Mar/03/2020 17:35,431,5,-31,2358,International Master
108,Codeforces Global Round 7,Mar/19/2020 17:35,441,5,-12,2346,International Master
109,Codeforces Round 633 (Div. 1),Apr/12/2020 17:05,98,3,85,2431,Grandmaster
110,Codeforces Global Round 9,Jul/04/2020 17:45,313,5,10,2441,Grandmaster
111,Codeforces Global Round 10,Aug/16/2020 17:35,48,6,111,2552,Grandmaster
112,Grakn Forces 2020,Sep/30/2020 17:35,117,6,27,2579,Grandmaster
