#,Contest,Start time,Rank,Solved,Rating change,New rating,Title
1,Codeforces Round 673 (Div. 2),Sep/27/2020 18:05,120,4,718,718,Newbie
2,Codeforces Round 675 (Div. 2),Oct/04/2020 19:05,329,3,474,1192,Newbie
3,Educational Codeforces Round 96 (Rated for Div. 2),Oct/11/2020 12:05,975,4,256,1448,Specialist
4,Codeforces Round 678 (Div. 2),Oct/24/2020 17:05,666,3,189,1637,Expert
5,Educational Codeforces Round 97 (Rated for Div. 2),Oct/27/2020 17:35,1045,4,103,1740,Expert
6,"Codeforces Round 680 (Div. 2, based on Moscow Team Olympiad)",Nov/01/2020 14:05,579,3,53,1793,Expert
7,Codeforces Global Round 12,Dec/06/2020 17:35,1449,3,14,1807,Expert
8,Codeforces Round 691 (Div. 2),Dec/19/2020 12:35,600,3,-3,1804,Expert
9,Educational Codeforces Round 101 (Rated for Div. 2),Dec/28/2020 17:35,938,4,15,1819,Expert
10,Good Bye 2020,Dec/30/2020 17:35,1306,5,49,1868,Expert
11,Educational Codeforces Round 103 (Rated for Div. 2),Jan/29/2021 17:35,1183,4,-9,1859,Expert
12,Codeforces Round 700 (Div. 2),Feb/07/2021 17:35,1852,2,-52,1807,Expert
13,Codeforces Round 703 (Div. 2),Feb/18/2021 17:35,118,6,145,1952,Candidate Master
14,Codeforces Round 728 (Div. 1),Jun/25/2021 18:35,450,1,19,1971,Candidate Master
15,Codeforces Round 729 (Div. 2),Jul/03/2021 16:05,135,4,80,2051,Candidate Master
16,Educational Codeforces Round 111 (Rated for Div. 2),Jul/14/2021 17:35,19,4,158,2209,Master
17,Codeforces Global Round 23,Oct/15/2022 17:35,1345,3,-76,2133,Master
