#,Contest,Start time,Rank,Solved,Rating change,New rating,Title
1,Hello 2020,Jan/04/2020 15:05,7408,1,-109,1391,Pupil
2,Educational Codeforces Round 89 (Rated for Div. 2),Jun/11/2020 17:35,5502,2,-11,1380,Pupil
3,Codeforces Round 649 (Div. 2),Jun/13/2020 18:05,8082,0,-121,1259,Pupil
4,Codeforces Round 653 (Div. 3),Jun/28/2020 17:35,9003,2,-62,1197,Newbie
5,Codeforces Round 656 (Div. 3),Jul/17/2020 17:35,1202,4,134,1331,Pupil
6,Codeforces Round 658 (Div. 2),Jul/21/2020 17:35,4127,3,33,1364,Pupil
7,Codeforces Round 659 (Div. 2),Jul/24/2020 17:35,5908,1,-18,1346,Pupil
8,Educational Codeforces Round 92 (Rated for Div. 2),Jul/29/2020 17:35,9862,1,-71,1275,Pupil
9,Codeforces Round 677 (Div. 3),Oct/20/2020 17:35,11235,1,-112,1163,Newbie
10,Codeforces Round 693 (Div. 3),Jan/04/2021 17:35,1721,4,109,1272,Pupil
11,Codeforces Round 695 (Div. 2),Jan/08/2021 17:35,1935,2,119,1391,Pupil
12,Codeforces Round 696 (Div. 2),Jan/19/2021 17:35,3152,2,28,1419,Specialist
13,Codeforces Round 698 (Div. 2),Jan/28/2021 17:35,7479,2,-66,1353,Pupil
14,Educational Codeforces Round 103 (Rated for Div. 2),Jan/29/2021 17:35,10423,0,-129,1224,Pupil
15,Codeforces Round 699 (Div. 2),Feb/05/2021 17:35,9040,1,-51,1173,Newbie
16,Codeforces Round 700 (Div. 2),Feb/07/2021 17:35,2594,2,110,1283,Pupil
17,Codeforces Round 701 (Div. 2),Feb/12/2021 17:50,5486,1,-27,1256,Pupil
18,Educational Codeforces Round 104 (Rated for Div. 2),Feb/15/2021 17:35,4233,3,32,1288,Pupil
19,Codeforces Round 702 (Div. 3),Feb/16/2021 17:35,979,6,96,1384,Pupil
20,Codeforces Round 703 (Div. 2),Feb/18/2021 17:35,1967,3,82,1466,Specialist
21,Codeforces Global Round 13,Feb/28/2021 16:35,1827,3,94,1560,Specialist
22,Codeforces Round 706 (Div. 2),Mar/10/2021 15:05,3777,3,-58,1502,Specialist
23,Codeforces Round 728 (Div. 2),Jun/25/2021 18:35,4983,2,-57,1445,Specialist
24,Codeforces Round 731 (Div. 3),Jul/10/2021 17:35,2972,4,-16,1429,Specialist
25,Codeforces Round 732 (Div. 2),Jul/11/2021 17:05,5044,2,-47,1382,Pupil
26,Educational Codeforces Round 111 (Rated for Div. 2),Jul/14/2021 17:35,705,3,161,1543,Specialist
27,"Codeforces Round 733 (Div. 1 + Div. 2, based on VK Cup 2021 - Elimination (Engine))",Jul/17/2021 17:35,3777,3,-26,1517,Specialist
28,"Harbour.Space Scholarship Contest 2021-2022 (open for everyone, rated, Div. 1 + Div. 2)",Jul/22/2021 17:35,4694,3,-41,1476,Specialist
29,Codeforces Round 734 (Div. 3),Jul/23/2021 17:35,487,5,82,1558,Specialist
30,Codeforces Global Round 15,Jul/25/2021 17:35,2300,3,32,1590,Specialist
31,Codeforces Round 735 (Div. 2),Jul/29/2021 17:35,2649,2,-13,1577,Specialist
32,Educational Codeforces Round 112 (Rated for Div. 2),Jul/30/2021 17:35,992,4,70,1647,Expert
33,Codeforces Round 737 (Div. 2),Aug/09/2021 17:35,2146,3,-5,1642,Expert
34,Codeforces Round 738 (Div. 2),Aug/15/2021 17:35,862,4,68,1710,Expert
35,"Codeforces Round 740 (Div. 2, based on VK Cup 2021 - Final (Engine))",Aug/24/2021 17:35,157,5,118,1828,Expert
36,Codeforces Round 741 (Div. 2),Aug/26/2021 17:35,792,4,9,1837,Expert
37,"Deltix Round, Summer 2021 (open for everyone, rated, Div. 1 + Div. 2)",Aug/29/2021 17:35,946,4,49,1886,Expert
38,Codeforces Round 742 (Div. 2),Sep/05/2021 17:35,520,4,22,1908,Candidate Master
39,Educational Codeforces Round 113 (Rated for Div. 2),Sep/08/2021 17:35,669,4,-2,1906,Candidate Master
40,Codeforces Global Round 16,Sep/12/2021 17:35,1097,6,16,1922,Candidate Master
41,Codeforces Round 745 (Div. 1),Sep/30/2021 13:15,515,0,-83,1839,Expert
42,Codeforces Round 747 (Div. 2),Oct/08/2021 18:05,637,5,5,1844,Expert
43,Educational Codeforces Round 115 (Rated for Div. 2),Oct/10/2021 12:05,1267,3,-50,1794,Expert
44,Codeforces Round 751 (Div. 2),Oct/25/2021 09:35,611,3,-17,1777,Expert
45,Educational Codeforces Round 116 (Rated for Div. 2),Oct/29/2021 17:35,1955,3,-44,1733,Expert
46,Codeforces Round 752 (Div. 2),Oct/30/2021 17:35,692,4,16,1749,Expert
47,Codeforces Round 754 (Div. 2),Nov/12/2021 17:35,409,3,65,1814,Expert
48,"Codeforces Round 755 (Div. 2, based on Technocup 2022 Elimination Round 2)",Nov/14/2021 09:05,113,4,69,1883,Expert
49,Educational Codeforces Round 117 (Rated for Div. 2),Nov/22/2021 12:35,626,4,-25,1858,Expert
50,Codeforces Global Round 17,Nov/23/2021 17:35,2758,2,-87,1771,Expert
51,Codeforces Round 757 (Div. 2),Nov/26/2021 14:15,1334,3,-27,1744,Expert
52,"Deltix Round, Autumn 2021 (open for everyone, rated, Div. 1 + Div. 2)",Nov/28/2021 17:35,1570,4,-5,1739,Expert
53,Educational Codeforces Round 118 (Rated for Div. 2),Dec/01/2021 17:35,79,5,169,1908,Candidate Master
54,Codeforces Round 758 (Div.1 + Div. 2),Dec/11/2021 13:05,3782,2,-140,1768,Expert
55,"Codeforces Round 759 (Div. 2, based on Technocup 2022 Elimination Round 3)",Dec/12/2021 18:15,305,4,61,1829,Expert
56,Codeforces Round 761 (Div. 2),Dec/16/2021 16:35,381,4,40,1869,Expert
57,Codeforces Global Round 18,Dec/24/2021 17:35,1880,3,-36,1833,Expert
58,Educational Codeforces Round 120 (Rated for Div. 2),Dec/27/2021 17:35,879,3,-3,1830,Expert
59,Codeforces Round 763 (Div. 2),Dec/28/2021 16:35,771,3,-1,1829,Expert
60,Good Bye 2021: 2022 is NEAR,Dec/29/2021 18:35,307,5,168,1997,Candidate Master
61,Hello 2022,Jan/03/2022 17:35,604,4,54,2051,Candidate Master
62,Codeforces Round 765 (Div. 2),Jan/12/2022 15:05,646,3,-42,2009,Candidate Master
63,Codeforces Round 766 (Div. 2),Jan/15/2022 17:35,411,4,-2,2007,Candidate Master
64,Codeforces Round 767 (Div. 1),Jan/22/2022 17:35,872,2,-70,1937,Candidate Master
65,Codeforces Round 768 (Div. 1),Jan/27/2022 17:35,835,1,-73,1864,Expert
66,Codeforces Round 769 (Div. 2),Jan/30/2022 17:35,542,4,32,1896,Expert
67,Codeforces Round 770 (Div. 2),Feb/06/2022 17:35,979,3,-14,1882,Expert
68,Codeforces Global Round 19,Feb/12/2022 17:35,728,5,62,1944,Candidate Master
69,Codeforces Round 771 (Div. 2),Feb/14/2022 17:35,717,3,-15,1929,Candidate Master
70,Educational Codeforces Round 123 (Rated for Div. 2),Feb/22/2022 17:35,33,5,149,2078,Candidate Master
71,Codeforces Round 773 (Div. 1),Feb/23/2022 13:10,404,2,33,2111,Master
72,"Codeforces Round 775 (Div. 1, based on Moscow Open Olympiad in Informatics)",Mar/06/2022 12:55,375,3,21,2132,Master
73,"Codeforces Round 778 (Div. 1 + Div. 2, based on Technocup 2022 Final Round)",Mar/20/2022 14:35,529,4,12,2144,Master
74,Codeforces Round 783 (Div. 1),Apr/19/2022 17:35,305,2,41,2185,Master
75,Codeforces Global Round 20,Apr/23/2022 17:05,1250,4,-80,2105,Master
76,Codeforces Round 789 (Div. 1),May/08/2022 17:35,403,3,14,2119,Master
77,Codeforces Round 792 (Div. 1 + Div. 2),May/19/2022 17:35,568,4,10,2129,Master
78,Codeforces Round 794 (Div. 1),May/25/2022 20:35,277,2,3,2132,Master
79,Codeforces Round 796 (Div. 1),Jun/03/2022 17:35,447,2,-21,2111,Master
80,Codeforces Round 800 (Div. 1),Jun/16/2022 17:35,691,2,-80,2031,Candidate Master
81,Codeforces Round 802 (Div. 2),Jun/19/2022 12:05,59,4,85,2116,Master
82,Codeforces Round 814 (Div. 1),Aug/16/2022 17:35,396,3,15,2131,Master
83,Codeforces Global Round 22,Sep/30/2022 17:35,339,5,59,2190,Master
84,Dytechlab Cup 2022,Oct/07/2022 17:35,416,4,16,2206,Master
85,Codeforces Round 829 (Div. 1),Oct/23/2022 10:50,262,5,46,2252,Master
86,Codeforces Round 831 (Div. 1 + Div. 2),Oct/29/2022 12:10,449,5,-30,2222,Master
87,"CodeTON Round 3 (Div. 1 + Div. 2, Rated, Prizes!)",Nov/06/2022 17:35,169,5,82,2304,International Master
88,Codeforces Global Round 24,Nov/26/2022 17:05,140,6,71,2375,International Master
89,Good Bye 2022: 2023 is NEAR,Dec/30/2022 17:35,382,5,10,2385,International Master
90,Hello 2023,Jan/03/2023 17:35,391,5,-6,2379,International Master
91,"Codeforces Round 844 (Div. 1 + Div. 2, based on VK Cup 2022 - Elimination Round)",Jan/15/2023 15:05,476,5,-40,2339,International Master
92,"TypeDB Forces 2023 (Div. 1 + Div. 2, Rated, Prizes!)",Jan/29/2023 17:35,436,5,-14,2325,International Master
93,"Codeforces Round 850 (Div. 1, based on VK Cup 2022 - Final Round)",Feb/05/2023 15:05,216,4,36,2361,International Master
