#,Contest,Start time,Rank,Solved,Rating change,New rating,Title
1,Educational Codeforces Round 80 (Rated for Div. 2),Jan/14/2020 17:35,1651,3,35,1535,Specialist
2,Codeforces Round 614 (Div. 2),Jan/19/2020 16:35,1790,3,13,1548,Specialist
3,Codeforces Round 615 (Div. 3),Jan/22/2020 17:35,1263,4,20,1568,Specialist
4,Educational Codeforces Round 81 (Rated for Div. 2),Jan/29/2020 17:35,1349,3,49,1617,Expert
5,Codeforces Round 616 (Div. 2),Feb/02/2020 17:05,401,4,98,1715,Expert
6,Codeforces Round 618 (Div. 2),Feb/09/2020 17:05,467,4,58,1773,Expert
7,Educational Codeforces Round 82 (Rated for Div. 2),Feb/12/2020 17:35,556,4,58,1831,Expert
8,Codeforces Round 619 (Div. 2),Feb/13/2020 17:35,949,3,3,1834,Expert
9,Codeforces Round 620 (Div. 2),Feb/15/2020 16:05,496,5,45,1879,Expert
10,Codeforces Round 622 (Div. 2),Feb/23/2020 12:05,208,4,75,1954,Candidate Master
11,"Codeforces Round 625 (Div. 1, based on Technocup 2020 Final Round)",Mar/01/2020 16:15,822,2,-65,1889,Expert
12,"Ozon Tech Challenge 2020 (Div.1 + Div.2, Rated, T-shirts + prizes!)",Mar/03/2020 17:35,2427,3,-61,1828,Expert
13,CodeCraft-20 (Div. 2),Mar/04/2020 17:35,380,4,52,1880,Expert
14,"Codeforces Round 626 (Div. 2, based on Moscow Open Olympiad in Informatics)",Mar/07/2020 12:35,1108,3,-57,1823,Expert
15,Educational Codeforces Round 83 (Rated for Div. 2),Mar/09/2020 17:35,254,5,82,1905,Candidate Master
16,Codeforces Round 641 (Div. 1),May/12/2020 15:35,875,2,3,1908,Candidate Master
17,Codeforces Round 685 (Div. 2),Nov/21/2020 17:35,322,5,55,1963,Candidate Master
18,Codeforces Global Round 13,Feb/28/2021 16:35,1371,4,-5,1958,Candidate Master
19,Codeforces Round 706 (Div. 1),Mar/10/2021 15:05,52,3,274,2232,Master
20,"Polynomial Round 2022 (Div. 1 + Div. 2, Rated, Prizes!)",Dec/17/2022 17:35,293,7,36,2268,Master
