#,Contest,Start time,Rank,Solved,Rating change,New rating,Title
1,Codeforces Round 100,Jan/04/2012 19:00,1087,0,-97,1403,Specialist
2,Codeforces Round 101 (Div. 2),Jan/08/2012 19:00,690,1,-29,1374,Pupil
3,Codeforces Round 102 (Div. 2),Jan/12/2012 19:05,648,2,2,1376,Pupil
4,Codeforces Round 103 (Div. 2),Jan/18/2012 19:05,36,4,220,1596,Specialist
5,Codeforces Round 105 (Div. 2),Feb/02/2012 20:00,182,3,43,1639,Expert
6,VK Cup 2012 Round 3 (Unofficial Div. 2 Edition),Apr/08/2012 19:05,43,3,19,1658,Expert
7,Codeforces Round 133 (Div. 2),Aug/14/2012 19:30,8,4,94,1752,Expert
8,Codeforces Round 134 (Div. 1),Aug/18/2012 11:05,251,1,-40,1712,Expert
9,Codeforces Round 136 (Div. 1),Aug/31/2012 19:30,232,1,41,1753,Expert
10,Codeforces Round 138 (Div. 1),Sep/16/2012 19:30,226,1,7,1760,Expert
11,Codeforces Round 140 (Div. 1),Sep/24/2012 19:30,33,3,146,1906,Candidate Master
12,Codeforces Round 142 (Div. 1),Oct/01/2012 19:30,198,2,-18,1888,Expert
13,Codeforces Round 144 (Div. 1),Oct/11/2012 19:30,145,1,10,1898,Expert
14,"Codeforces Round 145 (Div. 1, ACM-ICPC Rules)",Oct/16/2012 11:00,211,2,-56,1842,Expert
15,"Bayan 2012-2013 Elimination Round (ACM ICPC Rules, English statements)",Nov/01/2012 19:30,207,2,17,1859,Expert
16,Codeforces Round 148 (Div. 1),Nov/04/2012 20:00,179,2,-19,1840,Expert
17,Codeforces Round 153 (Div. 1),Dec/06/2012 19:30,448,1,-78,1762,Expert
18,Codeforces Round 156 (Div. 1),Dec/16/2012 19:30,316,1,-40,1722,Expert
19,Codeforces Round 157 (Div. 1),Dec/22/2012 19:30,30,4,178,1900,Candidate Master
20,Codeforces Round 160 (Div. 1),Jan/13/2013 19:30,256,1,-48,1852,Expert
21,Codeforces Round 162 (Div. 1),Jan/20/2013 17:00,463,1,-69,1783,Expert
22,Codeforces Round 165 (Div. 1),Feb/01/2013 19:30,131,2,125,1908,Candidate Master
