#,Contest,Start time,Rank,Solved,Rating change,New rating,Title
1,Codeforces Round 372 (Div. 2),Sep/17/2016 16:45,2905,1,-56,1444,Specialist
2,Codeforces Round 378 (Div. 2),Oct/31/2016 17:05,1092,2,38,1482,Specialist
3,"Codeforces Round 389 (Div. 2, Rated, Based on Technocup 2017 - Elimination Round 3)",Dec/25/2016 12:05,179,3,122,1604,Expert
4,Good Bye 2016,Dec/30/2016 17:15,4520,1,-85,1519,Specialist
5,Codeforces Round 428 (Div. 2),Aug/12/2017 17:35,1362,2,13,1532,Specialist
6,AIM Tech Round 4 (Div. 2),Aug/24/2017 19:35,240,3,103,1635,Expert
7,"Codeforces Round 432 (Div. 2, based on IndiaHacks Final Round 2017)",Sep/04/2017 17:35,1047,2,-9,1626,Expert
8,"Codeforces Round 440 (Div. 2, based on Technocup 2018 Elimination Round 2)",Oct/15/2017 11:05,223,3,74,1700,Expert
9,Educational Codeforces Round 35 (Rated for Div. 2),Dec/28/2017 17:05,688,3,-9,1691,Expert
10,Good Bye 2017,Dec/29/2017 18:40,220,4,181,1872,Expert
11,Hello 2018,Jan/08/2018 17:45,381,4,77,1949,Candidate Master
12,Codeforces Round 459 (Div. 1),Jan/29/2018 17:35,101,2,97,2046,Candidate Master
13,Codeforces Round 576 (Div. 1),Jul/30/2019 17:35,224,3,53,2099,Candidate Master
14,Codeforces Round 578 (Div. 2),Aug/11/2019 15:35,51,5,79,2178,Master
15,Codeforces Round 580 (Div. 1),Aug/18/2019 16:45,272,2,6,2184,Master
16,"Codeforces Round 583 (Div. 1 + Div. 2, based on Olympiad of Metropolises)",Sep/04/2019 12:05,277,5,7,2191,Master
17,"Codeforces Round 584 - Dasha Code Championship - Elimination Round (rated, open for everyone, Div. 1 + Div. 2)",Sep/14/2019 16:05,1094,4,-73,2118,Master
18,Codeforces Round 604 (Div. 1),Dec/05/2019 17:35,575,1,-65,2053,Candidate Master
19,Educational Codeforces Round 79 (Rated for Div. 2),Dec/27/2019 17:40,2864,2,-137,1916,Candidate Master
20,Codeforces Global Round 8,Jun/18/2020 17:45,430,4,115,2031,Candidate Master
21,Educational Codeforces Round 90 (Rated for Div. 2),Jun/25/2020 17:35,1,6,296,2327,International Master
22,Codeforces Round 659 (Div. 1),Jul/24/2020 17:35,926,1,-97,2230,Master
23,Codeforces Round 728 (Div. 1),Jun/25/2021 18:35,450,1,-50,2180,Master
24,"Polynomial Round 2022 (Div. 1 + Div. 2, Rated, Prizes!)",Dec/17/2022 17:35,420,5,19,2199,Master
25,Good Bye 2022: 2023 is NEAR,Dec/30/2022 17:35,406,4,51,2250,Master
26,Hello 2023,Jan/03/2023 17:35,670,4,-18,2232,Master
27,"Codeforces Round 844 (Div. 1 + Div. 2, based on VK Cup 2022 - Elimination Round)",Jan/15/2023 15:05,228,5,59,2291,Master
28,"TypeDB Forces 2023 (Div. 1 + Div. 2, Rated, Prizes!)",Jan/29/2023 17:35,305,5,29,2320,International Master
29,"Codeforces Round 850 (Div. 1, based on VK Cup 2022 - Final Round)",Feb/05/2023 15:05,91,4,113,2433,Grandmaster
30,Codeforces Round 854 by cybercats (Div. 1 + Div. 2),Feb/27/2023 17:35,476,5,-62,2371,International Master
