#,Contest,Start time,Rank,Solved,Rating change,New rating,Title
1,Codeforces Round 451 (Div. 2),Dec/16/2017 14:35,1940,2,-43,1457,Specialist
2,"Codeforces Round 454 (Div. 2, based on Technocup 2018 Elimination Round 4)",Dec/23/2017 17:05,2241,0,-106,1351,Pupil
3,Codeforces Round 456 (Div. 2),Jan/05/2018 17:35,3372,1,-58,1293,Pupil
4,Codeforces Round 459 (Div. 2),Jan/29/2018 17:35,2556,2,11,1304,Pupil
5,Codeforces Round 694 (Div. 2),Jan/05/2021 17:35,1034,3,143,1447,Specialist
6,Codeforces Round 695 (Div. 2),Jan/08/2021 17:35,10217,0,-144,1303,Pupil
7,Codeforces Round 698 (Div. 2),Jan/28/2021 17:35,7882,1,-49,1254,Pupil
8,Codeforces Round 699 (Div. 2),Feb/05/2021 17:35,887,3,186,1440,Specialist
9,Codeforces Round 701 (Div. 2),Feb/12/2021 17:50,1996,1,51,1491,Specialist
10,Codeforces Round 716 (Div. 2),Apr/19/2021 16:35,520,3,128,1619,Expert
11,Codeforces Round 717 (Div. 2),Apr/21/2021 16:35,648,3,84,1703,Expert
12,Educational Codeforces Round 108 (Rated for Div. 2),Apr/29/2021 17:35,539,4,72,1775,Expert
13,Codeforces Round 721 (Div. 2),May/20/2021 17:35,839,4,29,1804,Expert
14,Codeforces Round 737 (Div. 2),Aug/09/2021 17:35,364,3,74,1878,Expert
15,Codeforces Round 741 (Div. 2),Aug/26/2021 17:35,751,4,0,1878,Expert
16,Educational Codeforces Round 116 (Rated for Div. 2),Oct/29/2021 17:35,304,4,55,1933,Candidate Master
17,Codeforces Round 758 (Div.1 + Div. 2),Dec/11/2021 13:05,939,3,-11,1922,Candidate Master
18,Codeforces Round 765 (Div. 2),Jan/12/2022 15:05,1208,3,-51,1871,Expert
19,Educational Codeforces Round 122 (Rated for Div. 2),Jan/31/2022 17:35,13,5,209,2080,Candidate Master
20,Codeforces Global Round 24,Nov/26/2022 17:05,296,5,66,2146,Master
