#,Contest,Start time,Rank,Solved,Rating change,New rating,Title
1,Educational Codeforces Round 115 (Rated for Div. 2),Oct/10/2021 12:05,549,4,635,635,Newbie
2,"Codeforces Round 749 (Div. 1 + Div. 2, based on Technocup 2022 Elimination Round 1)",Oct/17/2021 14:05,1114,4,443,1078,Newbie
3,Codeforces Round 751 (Div. 2),Oct/25/2021 09:35,455,3,296,1374,Pupil
4,Educational Codeforces Round 116 (Rated for Div. 2),Oct/29/2021 17:35,351,4,256,1630,Expert
5,Codeforces Round 754 (Div. 2),Nov/12/2021 17:35,206,4,199,1829,Expert
6,Codeforces Round 769 (Div. 2),Jan/30/2022 17:35,582,4,75,1904,Candidate Master
7,Codeforces Round 773 (Div. 1),Feb/23/2022 13:10,623,2,17,1921,Candidate Master
8,Codeforces Round 774 (Div. 2),Mar/04/2022 18:35,14,5,186,2107,Master
9,Codeforces Round 783 (Div. 1),Apr/19/2022 17:35,184,3,106,2213,Master
10,"CodeTON Round 2 (Div. 1 + Div. 2, Rated, Prizes!)",Jul/31/2022 17:05,497,5,12,2225,Master
11,"CodeTON Round 3 (Div. 1 + Div. 2, Rated, Prizes!)",Nov/06/2022 17:35,304,5,35,2260,Master
