#,Contest,Start time,Rank,Solved,Rating change,New rating,Title
1,Codeforces Round 139 (Div. 2),Sep/19/2012 19:45,192,2,142,1642,Expert
2,Codeforces Round 143 (Div. 2),Oct/07/2012 19:30,481,2,-61,1581,Specialist
3,Codeforces Round 144 (Div. 2),Oct/11/2012 19:30,419,2,-43,1538,Specialist
4,"Codeforces Round 145 (Div. 2, ACM-ICPC Rules)",Oct/16/2012 11:00,203,5,34,1572,Specialist
5,Codeforces Round 146 (Div. 2),Oct/21/2012 11:10,129,3,93,1665,Expert
6,Codeforces Round 147 (Div. 2),Oct/25/2012 19:30,433,2,-57,1608,Expert
7,Codeforces Round 148 (Div. 2),Nov/04/2012 20:00,167,2,52,1660,Expert
8,Codeforces Round 149 (Div. 2),Nov/11/2012 19:30,350,2,-54,1606,Expert
9,Codeforces Round 150 (Div. 2),Nov/16/2012 19:30,153,2,64,1670,Expert
10,"CROC-MBTU 2012, Elimination Round (ACM-ICPC)",Nov/19/2012 19:30,254,4,-46,1624,Expert
11,Codeforces Round 151 (Div. 2),Nov/21/2012 19:30,151,3,48,1672,Expert
12,Codeforces Round 152 (Div. 2),Nov/25/2012 19:30,848,1,-90,1582,Specialist
13,"CROC-MBTU 2012, Final Round (Online version, Div. 2)",Nov/26/2012 18:00,128,3,38,1620,Expert
14,Codeforces Round 153 (Div. 2),Dec/06/2012 19:30,504,1,-65,1555,Specialist
15,Codeforces Round 154 (Div. 2),Dec/08/2012 14:00,158,3,72,1627,Expert
16,Codeforces Round 157 (Div. 2),Dec/22/2012 19:30,506,2,-64,1563,Specialist
17,Codeforces Round 158 (Div. 2),Dec/27/2012 19:35,37,3,136,1699,Expert
18,Codeforces Round 160 (Div. 2),Jan/13/2013 19:30,577,2,-90,1609,Expert
19,Codeforces Round 163 (Div. 2),Jan/22/2013 19:30,187,2,66,1675,Expert
20,Codeforces Round 164 (Div. 2),Jan/28/2013 19:30,139,3,33,1708,Expert
21,Codeforces Round 165 (Div. 1),Feb/01/2013 19:30,352,1,16,1724,Expert
22,Codeforces Round 167 (Div. 1),Feb/13/2013 19:30,525,0,-67,1657,Expert
23,Codeforces Round 168 (Div. 2),Feb/20/2013 19:30,207,2,15,1672,Expert
24,Codeforces Round 169 (Div. 2),Feb/24/2013 19:30,30,4,87,1759,Expert
25,Codeforces Round 170 (Div. 1),Feb/28/2013 19:30,538,1,-63,1696,Expert
26,Codeforces Round 171 (Div. 2),Mar/04/2013 19:30,180,3,-6,1690,Expert
27,Codeforces Round 172 (Div. 2),Mar/10/2013 19:30,61,2,54,1744,Expert
28,Codeforces Round 174 (Div. 1),Mar/17/2013 19:30,223,2,80,1824,Expert
29,Codeforces Round 176 (Div. 1),Mar/23/2013 12:00,486,0,-76,1748,Expert
30,Codeforces Round 177 (Div. 1),Apr/02/2013 19:30,167,3,118,1866,Expert
31,Codeforces Round 179 (Div. 1),Apr/11/2013 19:30,377,2,-50,1816,Expert
32,Croc Champ 2013 - Round 1,Apr/15/2013 19:35,237,4,124,1940,Candidate Master
33,Croc Champ 2013 - Round 2,Apr/22/2013 19:35,137,1,83,2023,Candidate Master
34,Codeforces Round 188 (Div. 1),Jun/14/2013 19:30,240,2,-35,1988,Candidate Master
35,Codeforces Round 189 (Div. 1),Jun/23/2013 17:00,76,3,89,2077,Candidate Master
36,Codeforces Round 190 (Div. 1),Jun/28/2013 19:30,367,1,-89,1988,Candidate Master
37,Codeforces Round 192 (Div. 1),Jul/20/2013 17:30,161,2,21,2009,Candidate Master
38,Codeforces Round 198 (Div. 1),Aug/30/2013 19:30,241,2,-49,1960,Candidate Master
39,Codeforces Round 201 (Div. 1),Sep/20/2013 19:30,140,2,57,2017,Candidate Master
40,Codeforces Round 202 (Div. 1),Sep/27/2013 19:30,276,1,-62,1955,Candidate Master
41,Codeforces Round 206 (Div. 1),Oct/13/2013 19:30,229,1,0,1955,Candidate Master
42,Codeforces Round 213 (Div. 1),Nov/19/2013 19:30,362,1,-67,1888,Expert
43,Codeforces Round 215 (Div. 1),Nov/26/2013 19:30,350,1,-47,1841,Expert
44,Codeforces Round 219 (Div. 1),Dec/13/2013 18:00,72,3,163,2004,Candidate Master
45,Codeforces Round 221 (Div. 1),Dec/24/2013 18:00,236,2,-49,1955,Candidate Master
46,Codeforces Round 222 (Div. 1),Dec/29/2013 19:30,344,1,-56,1899,Expert
47,Good Bye 2013,Dec/30/2013 19:30,72,4,199,2098,Candidate Master
48,Codeforces Round 225 (Div. 1),Jan/20/2014 19:30,158,2,3,2101,Master
49,Codeforces Round 228 (Div. 1),Feb/03/2014 19:40,250,2,-47,2054,Candidate Master
50,Codeforces Round 236 (Div. 1),Mar/16/2014 19:30,176,2,-7,2047,Candidate Master
51,Codeforces Round 238 (Div. 1),Mar/22/2014 19:30,242,2,-51,1996,Candidate Master
52,Codeforces Round 239 (Div. 1),Mar/30/2014 11:00,213,2,-25,1971,Candidate Master
53,Codeforces Round 240 (Div. 1),Apr/06/2014 19:40,104,3,119,2090,Candidate Master
54,RCC 2014 Warmup (Div. 1),Apr/17/2014 19:40,6,3,134,2224,Master
55,"Coder-Strike 2014 - Finals (online edition, Div. 1)",Apr/22/2014 16:19,12,4,77,2301,International Master
56,Codeforces Round 245 (Div. 1),May/11/2014 19:40,68,3,22,2323,International Master
57,Codeforces Round 250 (Div. 1),Jun/01/2014 17:00,47,3,41,2364,International Master
