#,Contest,Start time,Rank,Solved,Rating change,New rating,Title
1,"Codeforces Round 692 (Div. 2, based on Technocup 2021 Elimination Round 3)",Dec/20/2020 18:05,4141,2,460,460,Newbie
2,Educational Codeforces Round 101 (Rated for Div. 2),Dec/28/2020 17:35,5074,2,335,795,Newbie
3,Good Bye 2020,Dec/30/2020 17:35,9016,2,188,983,Newbie
4,Codeforces Round 693 (Div. 3),Jan/04/2021 17:35,3540,4,167,1150,Newbie
5,Codeforces Round 694 (Div. 2),Jan/05/2021 17:35,6288,2,79,1229,Pupil
6,Codeforces Round 695 (Div. 2),Jan/08/2021 17:35,8037,1,13,1242,Pupil
7,Educational Codeforces Round 102 (Rated for Div. 2),Jan/14/2021 17:35,7864,2,-37,1205,Pupil
8,Codeforces Round 696 (Div. 2),Jan/19/2021 17:35,6367,2,0,1205,Pupil
9,Codeforces Round 698 (Div. 2),Jan/28/2021 17:35,11100,1,-76,1129,Newbie
10,Educational Codeforces Round 103 (Rated for Div. 2),Jan/29/2021 17:35,10423,0,-108,1021,Newbie
11,Codeforces Round 699 (Div. 2),Feb/05/2021 17:35,6375,2,60,1081,Newbie
12,Codeforces Round 700 (Div. 2),Feb/07/2021 17:35,4717,2,78,1159,Newbie
13,Codeforces Round 701 (Div. 2),Feb/12/2021 17:50,5044,1,18,1177,Newbie
14,Educational Codeforces Round 104 (Rated for Div. 2),Feb/15/2021 17:35,1478,4,162,1339,Pupil
15,Codeforces Round 702 (Div. 3),Feb/16/2021 17:35,3118,4,-2,1337,Pupil
16,Codeforces Round 703 (Div. 2),Feb/18/2021 17:35,3220,2,48,1385,Pupil
17,Codeforces Round 704 (Div. 2),Feb/23/2021 12:05,4064,2,-22,1363,Pupil
18,Codeforces Global Round 13,Feb/28/2021 16:35,2574,3,81,1444,Specialist
19,Educational Codeforces Round 105 (Rated for Div. 2),Mar/02/2021 17:45,4403,1,-27,1417,Specialist
20,Codeforces Round 705 (Div. 2),Mar/06/2021 17:05,1819,2,56,1473,Specialist
21,Codeforces Round 706 (Div. 2),Mar/10/2021 15:05,2334,3,6,1479,Specialist
22,"Codeforces Round 707 (Div. 2, based on Moscow Open Olympiad in Informatics)",Mar/13/2021 12:05,3208,2,-48,1431,Specialist
23,Educational Codeforces Round 106 (Rated for Div. 2),Mar/18/2021 17:50,10733,1,-144,1287,Pupil
24,"Codeforces Round 709 (Div. 2, based on Technocup 2021 Final Round)",Mar/21/2021 16:20,1907,2,55,1342,Pupil
25,Codeforces Round 710 (Div. 3),Mar/25/2021 17:35,960,5,77,1419,Specialist
26,CodeCraft-21 and Codeforces Round 711 (Div. 2),Mar/29/2021 17:35,2410,2,21,1440,Specialist
27,Codeforces Round 712 (Div. 2),Apr/03/2021 17:35,1650,3,43,1483,Specialist
28,Codeforces Round 713 (Div. 3),Apr/10/2021 17:35,2279,4,-20,1463,Specialist
29,Divide by Zero 2021 and Codeforces Round 714 (Div. 2),Apr/11/2021 17:35,1704,3,42,1505,Specialist
30,Codeforces Round 715 (Div. 2),Apr/16/2021 17:35,1331,3,44,1549,Specialist
31,Codeforces Round 716 (Div. 2),Apr/19/2021 16:35,1086,3,55,1604,Expert
32,Codeforces Round 717 (Div. 2),Apr/21/2021 16:35,1575,2,22,1626,Expert
33,Contest 2050 and Codeforces Round 718 (Div. 1 + Div. 2),Apr/23/2021 17:35,5428,2,-85,1541,Specialist
34,Educational Codeforces Round 108 (Rated for Div. 2),Apr/29/2021 17:35,1504,4,45,1586,Specialist
35,Codeforces Global Round 14,May/02/2021 17:35,3453,3,-16,1570,Specialist
36,Codeforces Round 719 (Div. 3),May/05/2021 17:35,714,6,38,1608,Expert
37,Codeforces Round 720 (Div. 2),May/07/2021 17:35,9478,0,-166,1442,Specialist
38,Educational Codeforces Round 109 (Rated for Div. 2),May/16/2021 11:00,1396,2,57,1499,Specialist
39,Codeforces Round 721 (Div. 2),May/20/2021 17:35,1846,3,48,1547,Specialist
40,Codeforces Round 722 (Div. 2),May/24/2021 17:35,1230,3,48,1595,Specialist
41,Codeforces Round 723 (Div. 2),May/28/2021 17:05,3416,2,-33,1562,Specialist
42,"Deltix Round, Spring 2021 (open for everyone, rated, Div. 1 + Div. 2)",May/30/2021 17:35,3910,2,-40,1522,Specialist
43,Educational Codeforces Round 110 (Rated for Div. 2),Jun/04/2021 17:35,2351,3,16,1538,Specialist
44,Codeforces Round 724 (Div. 2),Jun/06/2021 17:35,986,3,75,1613,Expert
45,Codeforces Round 726 (Div. 2),Jun/18/2021 17:35,385,5,131,1744,Expert
46,Codeforces Round 727 (Div. 2),Jun/20/2021 13:05,2348,3,-57,1687,Expert
47,Codeforces Round 728 (Div. 2),Jun/25/2021 18:35,2015,3,-32,1655,Expert
48,Codeforces Round 729 (Div. 2),Jul/03/2021 16:05,5574,1,-107,1548,Specialist
49,Codeforces Round 730 (Div. 2),Jul/07/2021 17:35,3156,2,-16,1532,Specialist
