#,Contest,Start time,Rank,Solved,Rating change,New rating,Title
1,Codeforces Round 624 (Div. 3),Feb/24/2020 17:35,314,4,92,1592,Specialist
2,Codeforces Round 629 (Div. 3),Mar/26/2020 17:35,502,4,75,1667,Expert
3,Educational Codeforces Round 86 (Rated for Div. 2),Apr/26/2020 17:35,519,4,122,1789,Expert
4,Codeforces Round 638 (Div. 2),May/01/2020 17:35,532,4,82,1871,Expert
5,Codeforces Round 641 (Div. 2),May/12/2020 15:35,66,5,129,2000,Candidate Master
6,Codeforces Round 643 (Div. 2),May/16/2020 14:35,482,4,25,2025,Candidate Master
7,Educational Codeforces Round 87 (Rated for Div. 2),May/17/2020 12:20,340,5,23,2048,Candidate Master
8,Codeforces Global Round 8,Jun/18/2020 17:45,985,4,12,2060,Candidate Master
9,Codeforces Round 657 (Div. 2),Jul/19/2020 12:00,72,4,113,2173,Master
10,Codeforces Round 659 (Div. 1),Jul/24/2020 17:35,110,3,129,2302,International Master
11,Codeforces Round 664 (Div. 1),Aug/12/2020 17:35,90,3,103,2405,Grandmaster
12,"Codeforces Round 680 (Div. 1, based on Moscow Team Olympiad)",Nov/01/2020 14:05,516,2,-76,2329,International Master
13,Codeforces Round 694 (Div. 1),Jan/05/2021 17:35,540,2,-60,2269,Master
14,Codeforces Round 700 (Div. 1),Feb/07/2021 17:35,537,2,-31,2238,Master
15,Codeforces Global Round 15,Jul/25/2021 17:35,570,5,-6,2232,Master
16,"Codeforces Round 850 (Div. 1, based on VK Cup 2022 - Final Round)",Feb/05/2023 15:05,309,3,27,2259,Master
